cov_id,study_id,study_name,month_start,year_start,month_end,year_end,year_publish,year_mid,country,region_actual,region_analysis,urban_rural,location,study_design,study_sample,sex,population,population_detail,symptomatic,symptomatic_prop,never_sex,never_sex_prop,age_group,reproductive_age,age_range,age_min,age_max,age_mean,age_median,age_iqr,hiv_status,hiv_tested,hiv_positive,hiv_prevalence,sti,denom,num,prevalence,specimen,specimencat,test,testcat,sens,spec,adj_prev,adj_se,adj_prev_lwr,adj_prev_upr,adj_denom,adj_num,notes,search_v
#21788,Chaponda 2021,NA,November,2013,April,2014,2021,2014,Zambia,EA,EA,Rural,Nchelenge and Kashikishi,Cohort,NR,Female,ANC attendees,Pregnant women,NA,NA,Exclude,0,Adult,Y,NR,NR,NR,25.6,NA,NA,Mixed,NA,NA,NR,TV,1084,269,0.248154982,Cervico-vaginal swabs,genital fluid,PCR,NAAT,95,98,0.245652696,0.013808343,0.219155339,0.27346889,971.8734839,238.7433418,NA,1
#21805,Chersich 2009,NA,March,2006,August,2006,2009,2006,Kenya,EA,EA,Urban,Mombasa,Cross sectional,Consecutive,Female,PHC/OPD attendees,"Postpartum women bringing infant for immunization and well-child services or for acute paediatric care,  4 weeks to 1 year after childbirth",Include,0.24439461883408073,Exclude,0,Adult,Y,16 to 45,16,45,25.5,NA,NA,Mixed,496,54,0.11,TV,454,35,0.077092511,endocervical swab,genital fluid,wet mount,WM,52,100,0.151782938,0.024171838,0.108269661,0.203621463,220.3487638,33.44518269,Supplemented study details from https://pubmed.ncbi.nlm.nih.gov/18275646/ and https://pubmed.ncbi.nlm.nih.gov/17900585/,2
#21808,Chetty 2020,NA,October,2018,April,2019,2020,2019,South Africa,SA,SA,Urban,Durban,Cross sectional,NR,Female,ANC attendees,Pregnant women,NA,NA,Exclude,0,Adult,Y,18+,18,NR,NA,27,24-36,Mixed,NA,NA,NR,TV,362,47,0.129834254,vaginal swab,genital fluid,PCR: Applied Biosystemsâ„¢ TaqManÂ® Assay,NAAT,95,98,0.12068108,0.019467519,0.084396908,0.160023639,280.0040873,33.7911956,included women with and without symptoms,1
#21813,Chiduo 2012,NA,May,2009,October,2010,2012,2010,Tanzania,EA,EA,Urban,Tanga,RCT,Random,Female,ANC attendees,ANCs (centres and hosp),NA,NA,Exclude,0,Adult,Y,18 to 44,18,44,NA,NA,NA,Mixed,185,85,0.46,CT,185,3,0.016216216,genital specimen,genital fluid,PCR,NAAT,88.6,99.6,0.020065235,0.01180829,0.002763497,0.048368235,141.0156839,2.829512862,Nested prospective study in hospital based RCT for PMTCT - 105 women in the trial and 100 controls who were HIV uninfected. This is the two populations added together (HIV positive - 85 and HIV negative - 100),1
#21813,Chiduo 2012,NA,May,2009,October,2010,2012,2010,Tanzania,EA,EA,Urban,Tanga,RCT,Random,Female,ANC attendees,ANCs (centres and hosp),NA,NA,Exclude,0,Adult,Y,18 to 44,18,44,NA,NA,NA,Mixed,185,85,0.46,NG,185,3,0.016216216,genital specimen,genital fluid,Culture and Gram stain,culture,75.7,100,0.028223492,0.013620927,0.008029631,0.060490414,147.8304135,4.172290495,Nested prospective study in hospital based RCT for PMTCT - 105 women in the trial and 100 controls who were HIV uninfected. This is the two populations added together (HIV positive - 85 and HIV negative - 100),1
#21813,Chiduo 2012,NA,May,2009,October,2010,2012,2010,Tanzania,EA,EA,Urban,Tanga,RCT,Random,Female,ANC attendees,ANCs (centres and hosp),NA,NA,Exclude,0,Adult,Y,18 to 44,18,44,NA,NA,NA,Mixed,185,85,0.46,TV,185,21,0.113513514,genital specimen,genital fluid,WM,WM,52,100,0.224902242,0.045169107,0.143122435,0.320343402,85.44118374,19.21591376,Nested prospective study in hospital based RCT for PMTCT - 105 women in the trial and 100 controls who were HIV uninfected. This is the two populations added together (HIV positive - 85 and HIV negative - 100),1
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,ANC attendees,Women attending the antenatal clinic,NR,NR,Exclude,0,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,NG,102,1,0.0098,HVS,genital fluid,"Cultured on cholocate agar,  screened by Gram stain",culture,75.7,100,0.025368436,0.017924567,0.003203033,0.070263877,76.95499515,1.952227886,NA,2
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,ANC attendees,Women attending the antenatal clinic,NR,NR,Exclude,0,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,TV,102,5,0.049,HVS,genital fluid,wet mount,WM,52,100,0.111288913,0.042687643,0.044573915,0.208203581,54.27603923,6.04032143,NA,2
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,FP attendees,Women attending the family planning clinic,NR,NR,NR,NR,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,NG,11,0,0,HVS,genital fluid,"Cultured on cholocate agar,  screened by Gram stain",culture,75.7,100,0.102441082,0.094100528,0.002782567,0.344517121,10.38372083,1.063719598,NA,2
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,FP attendees,Women attending the family planning clinic,NR,NR,NR,NR,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,TV,11,1,0.091,HVS,genital fluid,wet mount,WM,52,100,0.295325481,0.183211649,0.038722119,0.738611908,6.199880517,1.830982697,NA,2
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,GYN attendees,"Women attending the hospital for ""well women examination"" for routine examination (no specific gynecological problems or symptoms)",NR,NR,NR,NR,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,NG,23,2,0.086956522,HVS,genital fluid,"Cultured on cholocate agar,  screened by Gram stain",culture,75.7,100,0.15891812,0.085065596,0.034875118,0.359733259,18.47156941,2.935467089,NA,2
#27382,Chigbu 2006,NA,NR,NR,MR,NR,2006,2003,Nigeria,WA,WA,Urban,Ogbor Hill (Aba),Cross sectional,Random,Female,GYN attendees,"Women attending the hospital for ""well women examination"" for routine examination (no specific gynecological problems or symptoms)",NR,NR,NR,NR,Adult,Y,15 to 65,15,65,NA,NA,NA,Mixed,NA,NA,NR,TV,23,11,0.478,HVS,genital fluid,wet mount,WM,52,100,0.817264462,0.125153122,0.539643882,0.992624519,9.534595044,7.792285689,NA,2
#31427,Chinyere 2012,NA,November,2006,August,2008,2012,2007,Nigeria,WA,WA,Rural,Ebonyi State,Cross sectional,Convenience,Female,ANC attendees,"gestational age of 14 – 36 weeks, with or without complaint of vaginal discharge and who were attending routine antenatal clinic",NA,NA,Exclude,0,Adult,Y,15 to 40,15,40,26.16,NA,NA,Mixed,NA,NA,NR,TV,688,89,0.129360465,GE,genital fluid,Wet mount microscopy,WM,52,100,0.250731129,0.024316255,0.205011639,0.300080772,317.7258738,79.66376703,NA,1
#21822,Chitneni 2020,Health Famillies PrEP Study,NR,2018,NR,2019,2020,2019,Uganda,EA,EA,Rural,Mbarara,Cohort,Consecutive,Female,PHC/OPD attendees,"Women in HIV sero-discordant partnership attending HIV clinic, or women accessing HIV counseling and testing at PHC",Include,NR,NR,NR,Adult,Y,18 to 40,18,40,NA,30,26-34,HIV negative,94,0,0,CT,94,12,0.13,Self-collected or nurse-collected vaginal swabs,genital fluid,GeneXpert,NAAT,88.6,99.6,0.149542705,0.039478331,0.081713377,0.235554157,81.6018841,12.2029665,NA,2
#21822,Chitneni 2020,Health Famillies PrEP Study,NR,2018,NR,2019,2020,2019,Uganda,EA,EA,Rural,Mbarara,Cohort,Consecutive,Female,PHC/OPD attendees,"Women in HIV sero-discordant partnership attending HIV clinic, or women accessing HIV counseling and testing at PHC",Include,NR,NR,NR,Adult,Y,18 to 40,18,40,NA,30,26-34,HIV negative,94,0,0,NG,94,2,0.02,Self-collected or nurse-collected vaginal swabs,genital fluid,GeneXpert,NAAT,93.3,99.2,0.026210612,0.018427953,0.002184594,0.071119947,75.16021076,1.969995149,NA,2
#21822,Chitneni 2020,Health Famillies PrEP Study,NR,2018,NR,2019,2020,2019,Uganda,EA,EA,Rural,Mbarara,Cohort,Consecutive,Female,PHC/OPD attendees,"Women in HIV sero-discordant partnership attending HIV clinic, or women accessing HIV counseling and testing at PHC",Include,NR,NR,NR,Adult,Y,18 to 40,18,40,NA,30,26-34,HIV negative,94,0,0,TV,94,6,0.06,Self-collected or nurse-collected vaginal swabs,genital fluid,GeneXpert,NAAT,95,98,0.05741398,0.028757301,0.011038379,0.123128446,65.43986577,3.757163116,NA,2
#21834,Clift 2003,AMREF Mine Health Project,November,2000,January,2001,2003,2000,Tanzania,EA,EA,Rural,Kakola,Cross sectional,Random,Male,Community members,Community members in sub-villages surrounding two mines,Include,NR,NR,NR,Adult,Y,16 to 54,16,54,28.9,NA,NA,Mixed,202,33,0.16300000000000001,CT,202,10,0.05,urine sample,urine,PCR,NAAT,87.8,99.3,0.053860598,0.018551171,0.02336398,0.094682057,148.0756556,7.975443337,Did not extract data for male mineworkers,2
#21834,Clift 2003,AMREF Mine Health Project,November,2000,January,2001,2003,2000,Tanzania,EA,EA,Rural,Kakola,Cross sectional,Random,Male,Community members,Community members in sub-villages surrounding two mines,Include,NR,NR,NR,Adult,Y,16 to 54,16,54,28.9,NA,NA,Mixed,202,33,0.16300000000000001,NG,202,3,0.015,urine,urine,PCR,NAAT,80.9,99.9,0.022889955,0.012198796,0.00528134,0.051451058,150.2984366,3.440324472,Did not extract data for male mineworkers,2
#21834,Clift 2003,AMREF Mine Health Project,November,2000,January,2001,2003,2000,Tanzania,EA,EA,Rural,Kakola,Cross sectional,Random,Female,Community members,Community members in sub-villages surrounding two mines,Include,NR,NR,NR,Adult,Y,16 to 54,16,54,28.4,NA,NA,Mixed,205,36,0.17599999999999999,CT,205,5,0.025,urine sample,urine,PCR,NAAT,87,99.8,0.031284133,0.013534557,0.010140774,0.061812641,165.4369196,5.175550672,Did not extract data for female food and recreational facility workers,2
#21834,Clift 2003,AMREF Mine Health Project,November,2000,January,2001,2003,2000,Tanzania,EA,EA,Rural,Kakola,Cross sectional,Random,Female,Community members,Community members in sub-villages surrounding two mines,Include,NR,NR,NR,Adult,Y,16 to 54,16,54,28.4,NA,NA,Mixed,205,36,0.17599999999999999,NG,205,3,0.015,urine,urine,PCR,NAAT,91.6,100,0.020812701,0.010356618,0.005691553,0.045660128,190.0020397,3.954455593,Did not extract data for female food and recreational facility workers,2
#25451,Compain 2019,NA,July,2017,July,2017,2019,2017,Chad,CA,CA,Urban,N'Djamena,Cross sectional,Convenience,Female,Community members,Women recruited through places of worship or women association networks in 5/10 randomly selected districts of city,Include,0.47799999999999998,NR,NR,Adult,N,20 to 65,20,65,35,NA,NA,Mixed,251,9,3.5856573705179286E-2,CT,251,3,0.011952191,genital swab,genital fluid,CE IVD-marked multiplex real-time PCR Allpex STI Essential Assay,NAAT,88.6,99.6,0.01365464,0.008924412,0.001422641,0.035829952,169.1025092,2.309033934,The study aims to recruit those with asymptomatic genital carriage however about 50% had abnormal vaginal discharge on exam,2
#25451,Compain 2019,NA,July,2017,July,2017,2019,2017,Chad,CA,CA,Urban,N'Djamena,Cross sectional,Convenience,Female,Community members,Women recruited through places of worship or women association networks in 5/10 randomly selected districts of city,Include,0.47799999999999998,NR,NR,Adult,N,20 to 65,20,65,35,NA,NA,Mixed,251,9,3.5856573705179286E-2,NG,251,1,0.003984064,genital swab,genital fluid,CE IVD-marked multiplex real-time PCR Allpex STI Essential Assay,NAAT,93.3,99.2,0.00578081,0.005547683,0.000164034,0.020440916,186.7444016,1.079533826,The study aims to recruit those with asymptomatic genital carriage however about 50% had abnormal vaginal discharge on exam,2
#25451,Compain 2019,NA,July,2017,July,2017,2019,2017,Chad,CA,CA,Urban,N'Djamena,Cross sectional,Convenience,Female,Community members,Women recruited through places of worship or women association networks in 5/10 randomly selected districts of city,Include,0.47799999999999998,NR,NR,Adult,N,20 to 65,20,65,35,NA,NA,Mixed,251,9,3.5856573705179286E-2,TV,251,1,0.003984064,genital swab,genital fluid,CE IVD-marked multiplex real-time PCR Allpex STI Essential Assay,NAAT,95,98,0.00490205,0.004528292,0.000181106,0.016957993,237.8892024,1.166144837,The study aims to recruit those with asymptomatic genital carriage however about 50% had abnormal vaginal discharge on exam,2
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Female,Community members,Youth recruited from community via house visits,NR,NR,Include,NR,Youth,Y,16 to 19,16,19,NA,NA,NA,Mixed,259,17,6.6000000000000003E-2,CT,259,6,0.023,urine,urine,PCR,NAAT,87,99.8,0.028640977,0.011492956,0.010205836,0.054887411,210.62217,6.032424701,NA,2
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Female,Community members,Youth recruited from community via house visits,NR,NR,Include,NR,Youth,Y,16 to 19,16,19,NA,NA,NA,Mixed,259,17,6.6000000000000003E-2,NG,259,5,0.019,urine,urine,PCR,NAAT,91.6,100,0.02502057,0.010140181,0.009130569,0.046673966,237.247256,5.936061606,NA,2
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Male,Community members,Youth recruited from community via house visits,NR,NR,Include,NR,Youth,Y,16 to 19,16,19,NA,NA,NA,Mixed,314,16,5.0999999999999997E-2,CT,314,3,0.01,urine,urine,PCR,NAAT,87.8,99.3,0.008373392,0.006760514,0.000362928,0.025023183,181.6729356,1.521218748,NA,2
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Male,Community members,Youth recruited from community via house visits,NR,NR,Include,NR,Youth,Y,16 to 19,16,19,NA,NA,NA,Mixed,314,16,5.0999999999999997E-2,NG,314,11,0.035,urine,urine,PCR,NAAT,80.9,99.9,0.0458547,0.013110805,0.023218232,0.074313208,254.5303903,11.67141481,NA,2
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Female,Students,School pupils,NR,NR,Include,0.95199999999999996,Youth,Y,12 to 18,12,18,NA,NA,NA,Mixed,303,8,2.6402640264026403E-2,CT,303,1,0.00330033,urine,urine,PCR,NAAT,87,99.8,0.005989139,0.005007381,0.000222416,0.018691204,237.4292342,1.421996693,Consider excluding school pupils. Large % have never had sex.,2
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Female,Students,School pupils,NR,NR,Include,0.95199999999999996,Youth,Y,12 to 18,12,18,NA,NA,NA,Mixed,303,8,2.6402640264026403E-2,NG,303,7,0.02310231,urine,urine,PCR,NAAT,91.6,100,0.028520861,0.010167716,0.012491672,0.051413236,268.008948,7.643845918,Consider excluding school pupils. Large % have never had sex.,2
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Male,Students,School pupils,NR,NR,Include,0.82200000000000006,Youth,Y,12 to 18,12,18,NA,NA,NA,Mixed,367,16,4.3596730245231606E-2,CT,367,2,0.005449591,urine,urine,PCR,NAAT,87.8,99.3,0.005071866,0.004437292,0.000168371,0.016463328,256.2851971,1.299844243,Consider excluding school pupils. Large % have never had sex.,2
#21866,Cowan 2002,NA,October,1999,May,2001,2002,2000,Zimbabwe,EA,EA,Rural,Masvingo,Cross sectional,Consecutive,Male,Students,School pupils,NR,NR,Include,0.82200000000000006,Youth,Y,12 to 18,12,18,NA,NA,NA,Mixed,367,16,4.3596730245231606E-2,NG,367,6,0.016348774,urine,urine,PCR,NAAT,80.9,99.9,0.02224748,0.008786285,0.008251176,0.041807063,281.7728753,6.268736279,Consider excluding school pupils. Large % have never had sex.,2
#21869,Cowley 2021,NA,May,2016,July,2016,2021,2016,Guinea-Bissau,WA,WA,Rural,Bubaque Island,Cross sectional,Random,Female,Population-representative survey participants,General population,NA,NA,NA,NA,Adult,Y,16 to 49,16,49,NA,NA,NA,Mixed,NA,NA,NR,CT,283,16,0.056537102,Urine and HVS,genital fluid or urine,PCR,NAAT,87,99.6,0.064515006,0.015899411,0.037099989,0.0993713,238.7456728,15.40267853,Says that used urine and HVS for women and tested both- doesn't specify for which infection,1
#21869,Cowley 2021,NA,May,2016,July,2016,2021,2016,Guinea-Bissau,WA,WA,Rural,Bubaque Island,Cross sectional,Random,Female,Population-representative survey participants,General population,NA,NA,NA,NA,Adult,Y,16 to 49,16,49,NA,NA,NA,Mixed,NA,NA,NR,NG,283,11,0.038869258,Urine and HVS,genital fluid or urine,PCR,NAAT,91.6,99.2,0.037956129,0.013121458,0.01629967,0.067447931,212.0862846,8.049974337,Says that used urine and HVS for women and tested both- doesn't specify for which infection,1
#21869,Cowley 2021,NA,May,2016,July,2016,2021,2016,Guinea-Bissau,WA,WA,Rural,Bubaque Island,Cross sectional,Random,Female,Population-representative survey participants,General population,NA,NA,NA,NA,Adult,Y,16 to 49,16,49,NA,NA,NA,Mixed,NA,NA,NR,TV,283,28,0.098939929,Urine and HVS,genital fluid or urine,PCR,NAAT,66.9,98,0.12605898,0.026827498,0.078282552,0.180324298,153.0719343,19.29609197,Says that used urine and HVS for women and tested both- doesn't specify for which infection,1
#21869,Cowley 2021,NA,May,2016,July,2016,2021,2016,Guinea-Bissau,WA,WA,Rural,Bubaque Island,Cross sectional,Random,Male,Population-representative survey participants,General population,NA,NA,NA,NA,Adult,Y,16 to 49,16,49,25.6,NA,NA,Mixed,NA,NA,NR,CT,195,2,0.01025641,Urine,urine,PCR,NAAT,87.8,99.3,0.011730369,0.009420374,0.00045237,0.035026238,130.6323737,1.532365984,NA,1
#21869,Cowley 2021,NA,May,2016,July,2016,2021,2016,Guinea-Bissau,WA,WA,Rural,Bubaque Island,Cross sectional,Random,Male,Population-representative survey participants,General population,NA,NA,NA,NA,Adult,Y,16 to 49,16,49,25.6,NA,NA,Mixed,NA,NA,NR,NG,195,7,0.035897436,Urine,urine,PCR,NAAT,80.9,99.9,0.049318582,0.017592211,0.020754645,0.089340276,151.4972528,7.471629737,NA,1
#21869,Cowley 2021,NA,May,2016,July,2016,2021,2016,Guinea-Bissau,WA,WA,Rural,Bubaque Island,Cross sectional,Random,Male,Population-representative survey participants,General population,NA,NA,NA,NA,Adult,Y,16 to 49,16,49,25.6,NA,NA,Mixed,NA,NA,NR,TV,195,0,0,Urine,urine,PCR,NAAT,96,97.7,0.00526432,0.005362646,0.000137585,0.020413184,182.0923403,0.958592269,NA,1
#21877,Crucitti 2010,NA,NR,NR,NR,NR,2010,2007,Zambia,EA,EA,Urban,Ndola,Cross sectional,Convenience,Female,ANC attendees,Pregnant women attending ANC,NR,NR,Exclude,0,Adult,Y,15 to 42,15,42,NA,NA,NA,Mixed,NA,NA,NR,TV,307,99,0.322,vaginal swab,genital fluid,PCR (Qiagen),NAAT,95,98,0.325989068,0.028561279,0.272906591,0.383416418,269.3485719,87.80468993,NA,2
#21877,Crucitti 2010,NA,NR,NR,NR,NR,2010,2007,Zambia,EA,EA,Urban,Ndola,Cross sectional,Convenience,Female,Students,Adolescent school girls,NR,NR,Include,0.86560364464692485,Youth,Y,13 to 16,13,16,14.259681093394077,14,NA,Mixed,NA,NA,NR,TV,439,108,0.246,vaginal swab,genital fluid,PCR (Qiagen),NAAT,95,98,0.244445237,0.022199263,0.203093983,0.290088231,374.7748226,91.61192048,NA,2
#21922,De Jongh 2010,NA,NR,NR,NR,NR,2010,2007,South Africa,SA,SA,Peri-urban,Pretoria,Cross sectional,NR,Female,GYN attendees,Women presenting for termination of pregnancy,Include,0.73,Exclude,0,Adult,Y,13 to 41,13,41,27,NA,NA,Mixed,NA,NA,NR,CT,200,28,0.14,cervicovaginal swabs,genital fluid,Amplicor CT/NG detection,NAAT,88.6,99.6,0.158202785,0.027791891,0.106211166,0.215454831,172.4191192,27.27718488,NA,2
#21922,De Jongh 2010,NA,NR,NR,NR,NR,2010,2007,South Africa,SA,SA,Peri-urban,Pretoria,Cross sectional,NR,Female,GYN attendees,Women presenting for termination of pregnancy,Include,0.73,Exclude,0,Adult,Y,13 to 41,13,41,27,NA,NA,Mixed,NA,NA,NR,NG,200,9,0.045,cervicovaginal swabs,genital fluid,Amplicor CT/NG detection,NAAT,93.3,99.2,0.04448162,0.01648852,0.016800134,0.080489279,156.3350178,6.954034808,NA,2
#21922,De Jongh 2010,NA,NR,NR,NR,NR,2010,2007,South Africa,SA,SA,Peri-urban,Pretoria,Cross sectional,NR,Female,GYN attendees,Women presenting for termination of pregnancy,Include,0.73,Exclude,0,Adult,Y,13 to 41,13,41,27,NA,NA,Mixed,NA,NA,NR,TV,200,25,0.125,cervicovaginal swabs,genital fluid,Amplicor CT/NG detection,NAAT,95,98,0.117014757,0.02623981,0.069837452,0.172271649,150.0626854,17.55954869,NA,2
#21927,de Voux 2023,NA,August,2019,November,2020,2023,2020,South Africa,SA,SA,Urban,Gugulethu,Cohort,NR,Female,ANC attendees,Pregnant women,NA,NA,Exclude,0,Adult,Y,16+,16,NR,NA,26,22-31,HIV negative,1194,0,0,CT,1194,285,0.238693467,Vaginal swab,genital fluid,TaqMan Vaginal Microbiota assay,NAAT,88.6,99.6,0.266622021,0.01368623,0.240299539,0.293435092,1043.893553,278.3250089,NA,1
#21927,de Voux 2023,NA,August,2019,November,2020,2023,2020,South Africa,SA,SA,Urban,Gugulethu,Cohort,NR,Female,ANC attendees,Pregnant women,NA,NA,Exclude,0,Adult,Y,16+,16,NR,NA,26,22-31,HIV negative,1194,0,0,NG,1194,97,0.081239531,Vaginal swab,genital fluid,TaqMan Vaginal Microbiota assay,NAAT,93.3,99.2,0.079946412,0.008700514,0.063561424,0.097525878,971.6777907,77.68215273,NA,1
